Facility_ID,Name,Category,Beds,ICU_Beds,LAT,LON
922995,Brian Center Health and Rehabilitation/Brevard,NH,147,0,35.22473158,-82.73755201
922980,The Oaks-Brevard,NH,120,0,35.261463,-82.710067
922952,Autumn Care of Marshville,NH,120,0,34.99094145,-80.37162507
922987,Brian Center Health & Retirement/Monroe,NH,72,0,34.976048,-80.495865
970828,Lake Park Nursing and Rehabilitation Center,NH,120,0,35.07832887,-80.63533353
953214,Monroe Rehabilitation Center,NH,152,0,34.968994,-80.528967
80171,PruittHealth-Union Pointe,NH,90,0,35.032903,-80.589725
61191,White Oak of Waxhaw,NH,100,0,34.926514,-80.735251
923211,Concordia Nursing and Rehabilitation-Henderson,NH,78,0,36.33735383,-78.41654777
953401,Kerr Lake Nursing and Rehabilitation Center,NH,115,0,36.32296839,-78.41705362
923449,Senior Citizen's Home Inc,NH,114,0,36.307559,-78.456314
110719,BellaRose Nursing and Rehab,NH,100,0,35.6702495,-78.6020955
70130,Brittany Place,NH,24,0,35.788795,-78.84463889
923006,Capital Nursing and Rehabilitation Center,NH,125,0,35.78573831,-78.58220159
923078,Cary Health and Rehabilitation Center,NH,150,0,35.742272,-78.767986
923132,Dan E & Mary Louise Stewart Health Center of,NH,191,0,35.8850309,-78.6685495
933185,Glenaire,NH,80,0,35.775459,-78.785413
923281,Hillcrest Raleigh at Crabtree Valley,NH,134,0,35.8318196,-78.6813611
943273,Hillside Nursing Center of Wake Forest,NH,150,0,35.97136745,-78.49308848
920763,Litchford Falls Healthcare and Rehabilitation Center,NH,114,0,35.890189,-78.602515
990762,PruittHealth-Raleigh,NH,150,0,35.74717035,-78.67501532
923262,Raleigh Rehabilitation Center,NH,157,0,35.79569987,-78.6525266
923270,Sunnybrook Rehabilitation Center,NH,95,0,35.786474,-78.585815
80413,The Cardinal at North Hills,NH,60,0,35.8354006,-78.6356934
923173,The Laurels of Forest Glenn,NH,140,0,35.706302,-78.625035
923332,The Oaks at Whitaker Glen-Mayview,NH,139,0,35.80692545,-78.63347294
50891,The Rosewood Health Center,NH,40,0,35.90026572,-78.65883372
923033,Tower Nursing and Rehabilitation Center,NH,186,0,35.80273813,-78.58184637
960251,UNC Rex Rehabilitation and Nursing Care Center of Apex,NH,107,0,35.716346,-78.8431027
90946,Universal Health Care/Fuquay-Varina,NH,100,0,35.590061,-78.797824
971329,Universal Health Care/North Raleigh,NH,132,0,35.889802,-78.556329
923537,Wellington Rehabilitation and Healthcare,NH,80,0,35.793497,-78.510154
956929,Windsor Point Continuing Care Retirement Community,NH,100,0,35.600928,-78.803558
923220,Zebulon Rehabilitation Center,NH,60,0,35.82023909,-78.32685212
923530,Warren Hills Nursing Center,NH,160,0,36.417981,-78.170606
923414,Roanoke Landing Nursing and Rehabilitation Center,NH,123,0,35.829674,-76.816377
923186,Glenbridge Health and Rehabilitation Center,NH,134,0,36.188118,-81.633243
110348,The Foley Center at Chestnut Ridge,NH,112,0,36.14729,-81.65808
922984,Brian Center Health and Rehabilitation/Goldsboro,NH,130,0,35.39389,-77.972654
923344,Mount Olive Center,NH,150,0,35.19825,-78.076708
923020,Willow Creek Nursing and Rehabilitation Center,NH,200,0,35.39836996,-77.96116646
923520,Avante at Wilkesboro,NH,120,0,36.141605,-81.165559
923037,Westwood Hills Nursing and Rehabilitation Center,NH,186,0,36.1327969,-81.16743842
923562,Wilkes Senior Village,NH,130,0,36.155716,-81.173104
922960,Avante at Wilson,NH,110,0,35.722409,-77.951651
922992,Brian Center Health & Rehabilitation/Wilson,NH,99,0,35.709879,-77.94031
923039,Wilson Pines Nursing and Rehabilitation Center,NH,125,0,35.715318,-77.942146
923511,Wilson Rehabilitation and Nursing Center,NH,90,0,35.921855,-77.805309
923563,Willowbrook Rehabilitation and Care Center,NH,76,0,36.12546394,-80.65429049
923574,Yadkin Nursing Care Center,NH,147,0,36.136249,-80.680816
923575,Smoky Ridge Health & Rehabilitation,NH,140,0,35.90939793,-82.29235571
